name
Ванч
Вранг
Ишкашим
Кудара
Мургаб
Рушан
Токтомуш
Хорог
Дангара
Куляб
Лениградский
Пархар
Советский
Ховалинг
Калининабад
Колхозабад
Куйбышевский
Курган-Тюбе
Нижний Пяндж
Пяндж
Шаартуз
Яван
Адрасман
Айни
Бустон
Ганчи
Гафуров
Зафарабад
Зеравшан
Истаравшан (Ура-Тюбе)
Исфара
Кайракуум
Канибадам
Кансай
Пенджикент
Пролетарск
Табошар
Худжанд
Чкаловск
Шураб
Варзоб
Вахш
Гарм
Гиссар
Джиргаталь
Дусти
Душанбе
Кофарнихон
Куйбышевск
Ленинский
Московский
Насруд
Нурек
Орджоникидзеабад
Турсунзаде
Файзабад
