name
Алтынкуль
Андижан
Балыкчи
Ленинск
Мархамат
Советабад
Шахрихан
Алат
Бухара
Вабкент
Газли
Галаасия
Гиждуван
Каган
Каракуль
Ромитан
Галляарал
Джизак
Заамин
Усмат
Янгикишлак
Кегейли
Кунград
Мангит
Муйнак
Нукус
Тахиаташ
Тахтакупыр
Турткуль
Ходжейли
Чимбай
Шуманай
Бешкент
Гузар
Камаши
Карши
Касан
Китаб
Шахрисабз
Зарафшан
Навои
Тамдыбулак
Учкудук
Касансай
Наманган
Учкурган
Чартак
Чуст
Янгикурган
Акташ
Зиадин
Ингичка
Каттакурган
Красногвардейск
Самарканд
Ургут
Байсун
Денау
Карлук
Термез
Узун
Шерабад
Шурчи
Бахт
Гулистан
Димитровское
Крестьянский
Сырдарья
Сырьдарья
Хаваст
Ширин
Янгиер
Алимкент
Алмазар
Алмалык
Ангрен
Ахангаран
Бакабад
Бекабад
Бука
Газалкент
Искандар
Келес
Паркент
Пскент
Сиджак
Солдатский
Ташкент
Тойтепа
Чиназ
Чирчик
Янгиабад
Янгибазар
Янгиюль
Алтыарык
Бешарык
Вуадиль
Дангара
Коканд
Кува
Кувасай
Маргилан
Учкуприк
Фергана
Яйпан
Ургенч
Хива
